Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
399,Alex Poythress\poythal01,PF,24,IND,23,0,4.1,0.5,1.0,.458,0.2,0.4,.400,0.3,0.6,.500,.542,0.0,0.0,,0.3,0.4,0.7,0.1,0.1,0.0,0.1,0.6,1.1
400,Jacob Pullen\pulleja01,PG,28,PHI,3,0,2.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7
401,Rodney Purvis\purviro01,SG,23,ORL,2,0,11.5,1.5,3.5,.429,0.0,2.0,.000,1.5,1.5,1.000,.429,1.0,1.0,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.5,4.0
402,Zhou Qi\qizh01,C,22,HOU,14,0,5.4,0.3,1.7,.167,0.1,1.1,.133,0.1,0.6,.222,.208,0.5,0.7,.700,0.1,0.8,0.9,0.1,0.1,0.4,0.4,0.9,1.2
403,Ivan Rabb\rabbiv01,PF,20,MEM,27,1,11.5,1.9,3.1,.612,0.0,0.0,,1.9,3.1,.612,.612,0.6,0.7,.750,1.2,2.1,3.3,0.7,0.3,0.2,0.9,1.3,4.4
404,Julius Randle\randlju01,C,23,LAL,66,33,25.6,6.0,10.7,.565,0.1,0.6,.220,5.9,10.1,.586,.571,3.3,4.7,.705,2.1,5.6,7.7,2.5,0.5,0.6,2.5,3.3,15.5
405,Zach Randolph\randoza01,PF,36,SAC,56,54,25.7,6.2,13.1,.475,0.9,2.5,.343,5.4,10.6,.507,.508,1.5,1.8,.796,1.7,5.1,6.8,2.1,0.7,0.2,2.0,2.0,14.8
406,Xavier Rathan-Mayes\rathaxa01,SG,23,MEM,5,0,23.6,2.4,8.4,.286,0.2,2.8,.071,2.2,5.6,.393,.298,0.8,1.8,.444,0.0,1.0,1.0,3.6,1.2,0.6,2.2,3.6,5.8
407,J.J. Redick\redicjj01,SG,33,PHI,54,54,31.2,5.5,12.4,.448,2.7,6.5,.411,2.9,5.8,.490,.557,2.9,3.1,.922,0.2,2.4,2.6,3.2,0.6,0.1,1.5,1.9,16.6
408,Davon Reed\reedda01,SG,22,PHO,10,0,10.1,1.1,3.3,.333,0.6,1.4,.429,0.5,1.9,.263,.424,0.3,0.4,.750,0.1,1.5,1.6,0.7,0.3,0.1,0.3,0.9,3.1
409,Willie Reed\reedwi02,C,27,TOT,42,5,10.2,1.9,2.9,.669,0.0,0.0,.500,1.9,2.8,.672,.674,0.8,1.3,.582,0.8,2.0,2.9,0.2,0.2,0.5,0.5,1.3,4.6
410,Josh Richardson\richajo01,SF,24,MIA,68,68,33.3,5.0,11.0,.457,1.7,4.3,.390,3.3,6.6,.501,.534,1.4,1.7,.829,0.8,2.5,3.3,2.8,1.5,0.9,1.8,2.6,13.1
411,Malachi Richardson\richama01,SG,22,TOT,26,4,12.5,1.2,3.5,.333,0.5,1.5,.300,0.7,1.9,.360,.400,0.7,0.8,.773,0.2,1.1,1.3,0.5,0.4,0.0,0.4,1.0,3.4
412,Austin Rivers\riverau01,SG,25,LAC,45,43,33.3,5.8,13.3,.432,2.4,6.0,.390,3.4,7.3,.466,.520,1.6,2.5,.643,0.4,2.0,2.5,3.8,1.1,0.2,1.8,2.5,15.5
413,Andre Roberson\roberan03,SG,26,OKC,39,39,26.6,2.2,4.2,.537,0.2,0.9,.222,2.0,3.2,.627,.562,0.3,1.0,.316,1.9,2.8,4.7,1.2,1.2,0.9,0.8,2.3,5.0
414,Glenn Robinson\robingl02,SF,24,IND,9,0,14.0,1.4,3.4,.419,0.2,0.9,.250,1.2,2.6,.478,.452,0.4,0.6,.800,0.3,0.8,1.1,0.9,0.6,0.1,0.2,1.0,3.6
415,Rajon Rondo\rondora01,PG,31,NOP,52,50,25.4,3.3,7.2,.460,0.8,2.3,.352,2.5,4.9,.512,.517,0.4,0.7,.559,0.5,3.4,3.9,7.6,0.9,0.2,2.2,1.9,7.8
416,Derrick Rose\rosede01,PG,29,TOT,17,7,18.5,3.5,8.1,.431,0.4,1.4,.250,3.1,6.6,.469,.453,2.1,2.4,.854,0.6,1.1,1.8,1.6,0.2,0.2,1.8,0.8,9.4
417,Terrence Ross\rosste01,SG,26,ORL,22,20,26.2,3.3,8.0,.407,1.3,3.9,.329,2.0,4.2,.478,.486,1.2,1.6,.743,0.5,2.7,3.2,1.6,1.2,0.4,1.1,2.0,9.0
418,Terry Rozier\roziete01,PG,23,BOS,67,3,24.4,3.7,9.2,.404,1.8,4.6,.384,2.0,4.6,.424,.500,1.3,1.7,.769,0.7,3.7,4.4,2.5,1.0,0.2,0.9,1.6,10.6
419,Ricky Rubio\rubiori01,PG,27,UTA,63,63,29.5,4.3,10.6,.407,1.1,3.3,.322,3.2,7.3,.445,.457,2.8,3.2,.853,0.6,3.9,4.5,5.3,1.5,0.1,2.8,2.7,12.5
420,D'Angelo Russell\russeda01,PG,21,BRK,33,20,25.3,5.8,13.9,.421,1.6,5.1,.308,4.3,8.8,.488,.478,2.4,3.2,.745,0.7,3.0,3.7,4.9,0.7,0.2,3.1,2.0,15.7
421,Domantas Sabonis\sabondo01,C,21,IND,65,19,24.9,4.6,8.9,.520,0.2,0.5,.344,4.5,8.4,.530,.529,2.3,3.2,.737,2.3,5.7,8.0,2.1,0.5,0.4,1.9,2.9,11.8
422,JaKarr Sampson\sampsja02,SF,24,SAC,14,3,14.6,1.9,3.0,.643,0.3,0.4,.667,1.6,2.6,.639,.690,0.3,0.4,.800,0.9,2.8,3.7,0.5,0.4,0.7,0.4,2.4,4.4
423,Dario Saric\saricda01,PF,23,PHI,64,59,30.6,5.3,11.6,.458,2.0,5.1,.396,3.3,6.4,.507,.546,2.3,2.6,.882,2.1,4.9,7.0,2.7,0.7,0.3,2.0,2.2,15.0
424,Tomas Satoransky\satorto01,SG,26,WAS,58,19,20.6,2.6,4.9,.530,0.6,1.4,.457,1.9,3.5,.559,.595,1.0,1.4,.750,0.8,1.9,2.7,3.6,0.7,0.2,1.0,1.6,6.8
425,Dennis Schroder\schrode01,PG,24,ATL,62,62,31.0,7.4,17.0,.434,1.1,3.9,.289,6.2,13.1,.477,.467,3.3,3.8,.870,0.7,2.5,3.1,6.1,1.1,0.1,2.8,2.1,19.2
426,Mike Scott\scottmi01,PF,29,WAS,62,1,18.2,3.6,6.7,.537,0.9,2.1,.409,2.7,4.6,.597,.602,0.7,1.0,.689,0.6,2.5,3.1,0.9,0.3,0.1,1.1,2.0,8.7
427,Thabo Sefolosha\sefolth01,SF,33,UTA,38,6,21.2,3.1,6.3,.492,0.8,2.2,.381,2.3,4.1,.551,.558,1.2,1.4,.815,0.8,3.5,4.2,0.9,1.4,0.3,0.8,1.6,8.2
428,Wayne Selden\seldewa01,SG,23,MEM,25,8,18.4,2.6,6.7,.387,1.1,3.1,.351,1.5,3.6,.418,.467,1.1,1.5,.730,0.4,1.1,1.5,1.8,0.4,0.0,1.5,1.7,7.4
429,Ramon Sessions\sessira01,PG,31,TOT,16,3,14.1,1.4,4.5,.319,0.2,0.9,.214,1.3,3.6,.345,.340,1.5,1.9,.800,0.1,1.2,1.3,2.4,0.5,0.1,1.2,1.2,4.6
430,Iman Shumpert\shumpim01,SG,27,CLE,14,6,19.7,1.6,4.1,.379,0.5,1.9,.269,1.1,2.3,.469,.440,0.8,1.1,.733,0.5,2.4,2.9,1.2,0.6,0.3,1.2,1.6,4.4
431,Pascal Siakam\siakapa01,PF,23,TOR,65,4,20.2,3.0,6.0,.501,0.3,1.7,.186,2.7,4.3,.629,.528,0.7,1.0,.632,1.0,3.5,4.5,1.9,0.8,0.5,0.8,2.0,7.0
432,Ben Simmons\simmobe01,PG,21,PHI,64,64,34.6,6.9,12.9,.538,0.0,0.2,.000,6.9,12.7,.544,.538,2.5,4.3,.576,1.8,5.9,7.6,7.6,1.7,0.9,3.6,2.7,16.3
433,Jonathon Simmons\simmojo02,SG,28,ORL,66,47,29.3,5.1,10.8,.471,0.9,2.7,.331,4.2,8.0,.519,.513,2.6,3.5,.763,0.9,2.6,3.5,2.5,0.9,0.2,2.1,2.5,13.7
434,Kobi Simmons\simmoko01,PG,20,MEM,20,5,18.8,2.5,5.8,.426,0.3,1.0,.263,2.2,4.8,.458,.448,0.5,0.5,1.000,0.5,1.3,1.8,1.8,0.7,0.3,1.2,2.1,5.7
435,Kyle Singler\singlky01,SF,29,OKC,12,0,4.9,0.6,1.8,.333,0.2,0.4,.400,0.4,1.3,.313,.381,0.6,1.1,.538,0.1,0.8,0.8,0.2,0.1,0.0,0.3,0.3,1.9
436,Marcus Smart\smartma01,SG,23,BOS,54,11,29.9,3.5,9.5,.367,1.4,4.6,.301,2.1,4.9,.429,.440,1.8,2.5,.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2
437,Dennis Smith\smithde03,PG,20,DAL,58,58,29.7,5.7,14.5,.389,1.5,4.9,.304,4.2,9.7,.432,.440,2.1,2.9,.696,0.7,3.2,3.8,4.9,1.0,0.2,2.8,2.1,14.8
438,Ish Smith\smithis01,PG,29,DET,66,31,25.2,4.7,9.8,.476,0.2,0.8,.283,4.4,9.0,.493,.488,1.1,1.6,.692,0.3,2.4,2.7,4.5,0.7,0.2,1.3,1.8,10.7
439,J.R. Smith\smithjr01,SG,32,CLE,64,61,29.1,3.0,7.7,.390,1.9,5.2,.362,1.1,2.5,.449,.513,0.5,0.7,.690,0.4,2.5,2.9,1.9,0.9,0.2,1.0,2.1,8.3
440,Jason Smith\smithja02,C,31,WAS,27,2,8.9,1.4,3.6,.378,0.1,1.0,.115,1.3,2.7,.472,.393,0.6,0.6,.882,0.6,1.0,1.6,0.5,0.1,0.4,0.5,1.5,3.4
441,Josh Smith\smithjo03,PF,32,NOP,3,0,4.0,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.0,0.0,,1.0,0.3,1.3,0.0,0.0,0.0,0.0,1.0,0.7
442,Tony Snell\snellto01,SG,26,MIL,60,48,28.7,2.6,5.8,.438,1.5,3.6,.413,1.1,2.2,.481,.567,0.6,0.7,.795,0.2,1.8,2.0,1.4,0.7,0.4,0.6,1.6,7.2
443,Marreese Speights\speigma01,C,30,ORL,48,3,13.0,2.6,6.7,.393,1.7,4.5,.369,1.0,2.2,.443,.517,0.8,1.0,.760,0.4,2.2,2.6,0.8,0.1,0.4,0.8,2.0,7.8
444,Nik Stauskas\stausni01,SG,24,TOT,35,0,12.2,1.3,3.4,.383,0.9,2.3,.407,0.4,1.1,.333,.521,0.5,0.6,.773,0.1,1.4,1.5,0.8,0.2,0.1,0.6,0.5,4.1
445,Lance Stephenson\stephla01,SG,27,IND,67,6,22.7,3.6,8.5,.430,0.8,2.7,.308,2.8,5.7,.488,.480,1.0,1.5,.660,0.7,4.5,5.2,2.9,0.6,0.2,1.7,2.1,9.1
446,Julyan Stone\stoneju01,SG,29,CHO,14,0,3.9,0.1,0.3,.500,0.1,0.3,.500,0.0,0.0,,.750,0.1,0.1,.500,0.0,1.1,1.1,0.9,0.1,0.1,0.3,0.6,0.5
447,Caleb Swanigan\swanica01,PF,20,POR,20,3,7.3,0.9,2.3,.370,0.1,0.3,.167,0.8,2.0,.400,.380,0.4,0.7,.615,0.7,1.2,1.9,0.5,0.3,0.2,0.6,1.3,2.2
448,Jayson Tatum\tatumja01,SF,19,BOS,67,67,30.2,4.7,9.9,.473,1.3,3.0,.433,3.4,6.9,.490,.539,2.7,3.2,.833,0.6,4.3,5.0,1.4,0.9,0.8,1.3,2.1,13.3
449,Isaiah Taylor\taylois01,PG,23,ATL,52,1,14.9,1.9,4.5,.429,0.3,0.9,.277,1.7,3.6,.468,.457,1.2,1.7,.674,0.3,1.0,1.3,2.5,0.4,0.2,1.0,1.4,5.3
450,Jeff Teague\teaguje01,PG,29,MIN,57,57,33.1,4.9,11.1,.445,1.2,3.2,.376,3.7,7.9,.472,.498,2.6,3.2,.818,0.4,2.7,3.1,7.0,1.5,0.3,2.6,2.5,13.6
451,Mirza Teletovic\teletmi01,PF,32,MIL,10,0,15.9,2.5,5.7,.439,2.1,4.5,.467,0.4,1.2,.333,.623,0.0,0.0,,0.3,2.0,2.3,1.0,0.4,0.1,0.7,1.4,7.1
452,Garrett Temple\templga01,SG,31,SAC,61,35,24.9,3.1,7.4,.421,1.4,3.5,.390,1.8,3.9,.450,.513,1.0,1.2,.763,0.4,2.1,2.4,2.0,0.9,0.4,1.3,2.1,8.5
453,Milos Teodosic\teodomi01,PG,30,LAC,36,30,25.2,3.4,8.2,.412,1.9,5.3,.360,1.5,2.9,.505,.527,0.8,0.9,.875,0.4,2.6,3.0,5.0,0.6,0.1,2.3,2.4,9.4
454,Jason Terry\terryja01,SG,40,MIL,36,1,14.1,1.1,2.8,.380,0.7,2.0,.347,0.4,0.8,.464,.505,0.2,0.2,1.000,0.1,0.9,0.9,1.0,0.6,0.3,0.5,1.0,3.0
455,Daniel Theis\theisda01,C,25,BOS,63,3,14.9,2.0,3.7,.541,0.3,0.9,.310,1.7,2.8,.617,.579,1.0,1.3,.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3
456,Isaiah Thomas\thomais02,PG,28,TOT,27,14,26.5,4.9,13.1,.377,1.7,5.9,.283,3.3,7.2,.454,.441,3.7,4.1,.902,0.5,1.6,2.1,5.0,0.5,0.1,2.9,1.8,15.3
457,Lance Thomas\thomala01,PF,29,NYK,63,24,18.4,1.4,3.5,.399,0.7,1.6,.402,0.7,1.8,.397,.493,0.6,0.7,.851,0.6,1.8,2.4,0.6,0.4,0.2,0.6,1.7,4.0
458,Klay Thompson\thompkl01,SG,27,GSW,66,66,34.4,7.7,15.8,.490,3.1,7.0,.443,4.6,8.7,.528,.589,1.2,1.4,.835,0.4,3.5,3.8,2.7,0.7,0.5,1.7,1.6,19.7
459,Tristan Thompson\thomptr01,C,26,CLE,42,21,21.4,2.7,4.6,.588,0.0,0.0,,2.7,4.6,.588,.588,0.9,1.6,.545,2.3,4.2,6.5,0.6,0.4,0.4,0.7,2.1,6.3
460,Sindarius Thornwell\thornsi01,SG,23,LAC,56,10,13.8,1.2,2.6,.459,0.3,0.8,.409,0.9,1.9,.481,.520,0.7,1.1,.695,0.3,1.3,1.6,0.7,0.6,0.3,0.6,1.6,3.5
461,Anthony Tolliver\tollian01,PF,32,DET,63,6,20.7,2.4,5.5,.435,1.8,4.3,.408,0.6,1.2,.533,.595,1.2,1.5,.804,0.6,2.3,2.8,1.1,0.3,0.2,0.8,1.7,7.7
462,Karl-Anthony Towns\townska01,C,22,MIN,68,68,35.1,7.5,13.8,.545,1.4,3.4,.414,6.1,10.4,.588,.596,4.1,4.8,.854,2.9,9.3,12.2,2.4,0.8,1.4,1.9,3.4,20.5
463,P.J. Tucker\tuckepj01,SF,32,HOU,67,19,27.6,2.0,5.0,.392,1.3,3.4,.370,0.7,1.6,.439,.518,0.6,0.8,.759,1.1,4.5,5.6,0.9,1.0,0.2,0.9,2.6,5.8
464,Evan Turner\turneev01,SF,29,POR,64,31,25.7,3.2,7.2,.443,0.5,1.5,.320,2.7,5.7,.475,.476,1.2,1.4,.856,0.4,2.8,3.2,2.2,0.6,0.4,1.3,2.0,8.1
465,Myles Turner\turnemy01,C,21,IND,51,48,28.5,5.0,10.1,.498,1.0,2.5,.380,4.1,7.6,.537,.546,2.6,3.4,.762,1.5,5.5,7.0,1.4,0.5,2.0,1.5,2.8,13.6
466,Ekpe Udoh\udohek01,C,30,UTA,54,3,13.9,1.1,2.1,.518,0.0,0.0,,1.1,2.1,.518,.518,0.8,1.0,.759,1.2,1.4,2.6,0.9,0.8,1.2,0.4,1.8,2.9
467,Tyler Ulis\ulisty01,PG,22,PHO,57,37,22.5,2.7,7.1,.378,0.5,1.8,.262,2.2,5.2,.418,.412,1.0,1.3,.806,0.3,1.3,1.5,4.0,1.0,0.1,1.6,1.7,6.8
468,Jonas Valanciunas\valanjo01,C,25,TOR,62,62,22.5,4.8,8.5,.562,0.4,0.9,.446,4.4,7.6,.576,.586,2.2,2.7,.818,2.3,6.1,8.4,1.1,0.4,0.8,1.5,2.6,12.1
469,Denzel Valentine\valende01,SG,24,CHI,66,32,27.6,3.8,9.2,.410,1.7,4.7,.373,2.0,4.5,.448,.505,0.5,0.7,.818,0.7,4.7,5.3,3.2,0.8,0.1,1.2,2.4,9.8
470,Fred VanVleet\vanvlfr01,PG,23,TOR,63,0,19.5,2.9,7.0,.418,1.2,3.1,.394,1.7,3.8,.438,.507,1.2,1.4,.860,0.3,2.2,2.5,3.1,0.9,0.3,1.0,1.7,8.2
471,Rashad Vaughn\vaughra01,SG,21,TOT,28,0,7.6,0.8,2.0,.411,0.5,1.3,.378,0.3,0.7,.474,.536,0.1,0.2,.667,0.1,0.6,0.8,0.5,0.2,0.1,0.2,0.5,2.3
472,Noah Vonleh\vonleno01,PF,22,TOT,43,12,14.3,1.6,3.3,.472,0.2,0.7,.357,1.3,2.7,.500,.507,0.7,1.0,.674,1.0,4.1,5.1,0.5,0.2,0.3,0.5,1.0,4.1
473,Nikola Vucevic\vucevni01,C,27,ORL,44,44,30.2,7.3,14.7,.497,1.4,4.0,.343,6.0,10.8,.554,.543,1.3,1.7,.787,1.7,7.4,9.1,3.3,0.9,1.2,2.0,2.6,17.3
474,Dwyane Wade\wadedw01,SG,36,TOT,58,3,23.1,4.5,10.1,.450,0.5,1.7,.299,4.0,8.4,.480,.475,2.1,2.9,.718,0.8,3.1,3.9,3.3,0.9,0.6,2.1,1.9,11.7
475,Dion Waiters\waitedi01,SG,26,MIA,30,30,30.6,5.4,13.7,.398,1.7,5.7,.306,3.7,8.0,.463,.461,1.7,2.3,.739,0.3,2.3,2.6,3.8,0.8,0.3,2.3,2.0,14.3
476,Kemba Walker\walkeke02,PG,27,CHO,65,65,34.8,7.6,17.6,.431,2.9,7.6,.387,4.6,10.0,.463,.514,4.6,5.5,.843,0.4,2.8,3.2,5.8,1.2,0.3,2.2,1.4,22.7
477,John Wall\walljo01,PG,27,WAS,37,37,34.3,6.8,16.3,.417,1.4,4.0,.358,5.4,12.3,.436,.461,4.3,6.0,.719,0.5,3.0,3.6,9.3,1.3,1.1,3.6,1.9,19.4
478,Tyrone Wallace\wallaty01,PG,23,LAC,21,12,27.7,3.7,8.0,.461,0.4,1.2,.308,3.3,6.7,.489,.485,2.4,3.0,.781,0.7,2.7,3.4,2.5,0.9,0.4,1.2,2.8,10.1
479,Taurean Waller-Prince\princta02,SF,23,ATL,67,67,29.9,4.6,11.0,.418,2.0,5.1,.388,2.6,5.9,.445,.509,1.7,2.0,.824,0.6,4.1,4.7,2.3,1.0,0.5,2.2,2.0,12.9
480,Derrick Walton\waltode01,PG,22,MIA,14,0,9.8,0.6,1.7,.333,0.5,1.2,.412,0.1,0.5,.143,.479,0.3,0.3,1.000,0.1,0.8,0.9,1.1,0.4,0.2,0.1,0.4,1.9
481,Jameel Warney\warneja01,PF,24,DAL,1,0,8.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,1.0,2.0,.500,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0
482,T.J. Warren\warretj01,SF,24,PHO,62,62,33.0,8.2,16.4,.500,0.3,1.4,.216,7.9,15.0,.527,.510,3.0,4.0,.754,1.9,3.2,5.1,1.4,1.0,0.6,1.3,2.3,19.7
483,Travis Wear\weartr01,SF,27,LAL,5,0,10.4,1.8,4.2,.429,1.0,2.8,.357,0.8,1.4,.571,.548,0.0,0.0,,0.0,2.4,2.4,0.0,0.0,0.8,0.0,1.6,4.6
484,James Webb\webbja01,SF,24,BRK,9,0,12.0,0.6,2.3,.238,0.4,1.9,.235,0.1,0.4,.250,.333,0.0,0.0,,0.8,1.7,2.4,0.4,0.1,0.0,0.3,1.1,1.6
485,Briante Weber\weberbr01,PG,25,HOU,13,0,9.1,0.7,1.7,.409,0.3,0.7,.444,0.4,1.0,.385,.500,0.3,0.3,1.000,0.2,1.2,1.4,1.0,0.8,0.2,0.5,1.4,2.0
486,David West\westda01,C,37,GSW,59,0,13.6,3.1,5.1,.608,0.1,0.1,.429,3.1,5.0,.612,.613,0.8,1.1,.750,0.9,2.5,3.4,1.9,0.7,1.1,1.1,1.7,7.1
487,Russell Westbrook\westbru01,PG,29,OKC,67,67,36.2,9.4,21.2,.446,1.2,4.2,.285,8.2,17.0,.486,.474,5.1,7.0,.734,1.8,7.9,9.6,10.1,1.8,0.2,4.7,2.3,25.2
488,Andrew White\whitean01,SF,24,ATL,5,0,12.8,2.2,5.6,.393,1.2,3.8,.316,1.0,1.8,.556,.500,0.2,0.4,.500,0.4,1.0,1.4,0.2,0.4,0.0,0.2,1.0,5.8
489,Derrick White\whitede01,PG,23,SAS,17,0,8.2,0.9,1.9,.485,0.5,0.8,.615,0.5,1.2,.400,.606,0.8,1.2,.700,0.3,1.2,1.5,0.5,0.2,0.2,0.4,0.5,3.2
490,Okaro White\whiteok01,PF,25,MIA,6,4,13.3,1.2,2.7,.438,0.7,1.8,.364,0.5,0.8,.600,.563,0.3,0.5,.667,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1.0,3.3
491,Isaiah Whitehead\whiteis01,PG,22,BRK,16,0,11.3,2.5,5.4,.465,0.4,1.1,.389,2.1,4.3,.485,.506,0.8,1.2,.684,0.3,1.4,1.6,1.3,0.5,0.1,1.5,1.4,6.3
492,Hassan Whiteside\whiteha01,C,28,MIA,47,47,25.9,5.9,10.7,.550,0.0,0.0,1.000,5.8,10.6,.548,.552,2.5,3.6,.690,3.2,8.6,11.8,1.0,0.7,1.7,1.8,2.4,14.3
493,Andrew Wiggins\wiggian01,SF,22,MIN,68,68,36.2,7.0,15.9,.441,1.4,4.3,.328,5.6,11.7,.483,.485,2.5,3.9,.636,1.0,3.2,4.2,1.8,1.1,0.6,1.8,2.0,17.9
494,Jacob Wiley\wileyja01,PF,23,BRK,5,0,6.6,0.2,0.8,.250,0.2,0.4,.500,0.0,0.4,.000,.375,0.2,0.4,.500,0.4,1.8,2.2,0.4,0.2,0.0,0.0,0.8,0.8
495,Damien Wilkins\wilkida02,SF,38,IND,19,1,8.0,0.7,2.1,.333,0.2,0.9,.222,0.5,1.1,.429,.385,0.2,0.2,.750,0.3,0.6,0.8,0.5,0.1,0.1,0.3,0.4,1.7
496,C.J. Williams\willicj01,SG,27,LAC,30,15,19.7,2.4,5.4,.448,0.7,2.2,.313,1.7,3.2,.542,.512,0.4,0.5,.786,0.4,1.1,1.5,1.0,0.9,0.4,0.6,1.8,5.9
497,Derrick Williams\willide02,PF,26,LAL,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Lou Williams\willilo02,SG,31,LAC,64,16,32.7,7.5,17.0,.439,2.6,7.2,.367,4.8,9.8,.492,.517,5.5,6.3,.873,0.5,2.1,2.6,5.4,1.1,0.2,2.9,1.3,23.1
499,Marvin Williams\willima02,PF,31,CHO,63,63,25.8,3.3,7.1,.459,1.6,3.9,.418,1.6,3.2,.507,.573,1.2,1.5,.817,0.9,3.8,4.7,1.1,0.7,0.4,0.9,1.6,9.3
500,Matt Williams\willima05,SG,24,MIA,3,0,3.7,0.7,2.0,.333,0.3,1.7,.200,0.3,0.3,1.000,.417,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,1.7
501,Troy Williams\willitr02,SF,23,TOT,12,0,10.7,2.3,4.6,.491,0.4,1.7,.250,1.8,2.9,.629,.536,0.9,1.4,.647,0.7,1.6,2.3,0.4,0.8,0.1,0.5,1.1,5.8
502,D.J. Wilson\wilsodj01,PF,21,MIL,21,0,3.3,0.4,0.7,.571,0.1,0.2,.400,0.3,0.4,.667,.643,0.0,0.1,.500,0.0,0.4,0.4,0.1,0.1,0.0,0.2,0.2,0.9
503,Jamil Wilson\wilsoja02,SF,27,LAC,15,10,18.3,2.5,5.4,.469,1.8,4.2,.429,0.7,1.2,.611,.636,0.1,0.3,.500,0.2,1.9,2.1,0.7,0.3,0.5,0.5,2.3,7.0
504,Justise Winslow\winslju01,SF,21,MIA,54,25,24.1,2.8,6.6,.424,0.7,1.6,.443,2.1,4.9,.417,.479,0.9,1.4,.623,1.0,4.5,5.5,2.1,0.8,0.5,1.1,2.0,7.2
505,Jeff Withey\witheje01,C,27,DAL,9,0,4.3,0.7,1.8,.375,0.2,1.1,.200,0.4,0.7,.667,.438,0.1,0.2,.500,0.1,1.0,1.1,0.0,0.0,0.3,0.2,0.3,1.7
506,Nate Wolters\woltena01,PG,26,UTA,5,0,3.8,0.2,1.2,.167,0.0,0.0,,0.2,1.2,.167,.167,0.0,0.0,,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.4
507,Brandan Wright\wrighbr03,PF,30,TOT,28,1,13.6,2.1,3.6,.578,0.0,0.0,,2.1,3.6,.578,.578,0.8,1.2,.636,1.2,2.2,3.4,0.5,0.5,0.9,0.3,1.1,5.0
508,Delon Wright\wrighde01,PG,25,TOR,53,3,20.4,2.9,6.2,.468,0.8,2.1,.364,2.1,4.1,.521,.529,1.5,1.7,.856,0.7,2.1,2.8,2.7,1.0,0.5,1.2,1.2,8.0
509,Guerschon Yabusele\yabusgu01,PF,22,BOS,22,0,5.0,0.6,1.5,.406,0.4,1.0,.364,0.2,0.5,.500,.531,0.2,0.4,.556,0.5,0.9,1.4,0.3,0.0,0.0,0.3,0.6,1.8
510,James Young\youngja01,SG,22,PHI,5,0,10.4,0.8,2.4,.333,0.6,2.0,.300,0.2,0.4,.500,.458,0.8,1.2,.667,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.6,3.0
511,Joe Young\youngjo01,PG,25,IND,49,1,10.5,1.5,3.4,.434,0.4,1.2,.367,1.0,2.2,.472,.500,0.4,0.6,.759,0.2,1.0,1.2,0.7,0.3,0.0,0.5,0.7,3.8
512,Nick Young\youngni01,SG,32,GSW,65,1,14.9,2.3,5.3,.435,1.4,3.7,.388,0.9,1.6,.544,.571,0.5,0.6,.769,0.2,1.0,1.3,0.4,0.5,0.1,0.4,1.2,6.5
513,Thaddeus Young\youngth01,PF,29,IND,67,67,32.5,5.1,10.6,.482,0.8,2.4,.335,4.3,8.1,.526,.521,0.6,1.0,.578,2.1,3.9,6.0,1.9,1.6,0.4,1.3,2.2,11.5
514,Cody Zeller\zelleco01,C,25,CHO,33,0,19.0,2.6,4.7,.545,0.1,0.1,.667,2.5,4.6,.542,.551,1.8,2.6,.718,2.0,3.3,5.4,0.9,0.4,0.6,1.0,2.5,7.1
515,Tyler Zeller\zellety01,C,28,TOT,54,33,16.6,2.9,5.2,.560,0.2,0.5,.357,2.7,4.7,.583,.578,0.8,1.2,.682,1.6,3.0,4.6,0.6,0.2,0.5,0.8,1.9,6.9
516,Paul Zipser\zipsepa01,SF,23,CHI,49,9,14.9,1.5,4.1,.360,0.7,1.9,.348,0.8,2.3,.369,.438,0.2,0.4,.667,0.2,2.1,2.4,0.8,0.4,0.2,0.8,1.5,3.9
517,Ante Zizic\zizican01,C,21,CLE,20,1,5.1,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.4,0.5,.700,0.6,1.1,1.7,0.2,0.1,0.4,0.2,0.8,2.4
518,Ivica Zubac\zubaciv01,C,20,LAL,27,0,8.0,1.2,2.4,.516,0.0,0.0,,1.2,2.4,.516,.516,0.9,1.1,.833,0.8,1.4,2.2,0.4,0.1,0.1,0.6,0.9,3.4
